frame.number|frame.time|usb.src|usb.dst|usb.transfer_type|usb.endpoint_address|usb.data_len|usb.bmRequestType|usb.setup.bRequest|usb.setup.wValue|usb.setup.wIndex|usb.setup.wLength|usb.data_fragment|usbhid.data|usb.capdata
202|2026-09-02T22:47:10.955545000-0400|host|2.10.2|0x01|0x82|0||||||||
203|2026-09-02T22:47:11.001721000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313139e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
204|2026-09-02T22:47:11.001921000-0400|2.10.2|host|0x01|0x02|0||||||||
205|2026-09-02T22:47:11.002169000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
206|2026-09-02T22:47:11.002173000-0400|host|2.10.2|0x01|0x82|0||||||||
207|2026-09-02T22:47:11.048070000-0400|host|2.10.2|0x01|0x02|65|||||||ec53024350552046616e2053706565640000000000373633e2868c0000000000000000000000000000000000000000000000000000000000000000000000000000|
208|2026-09-02T22:47:11.048296000-0400|2.10.2|host|0x01|0x02|0||||||||
209|2026-09-02T22:47:11.049670000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
210|2026-09-02T22:47:11.049673000-0400|host|2.10.2|0x01|0x82|0||||||||
211|2026-09-02T22:47:11.094499000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202020202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
212|2026-09-02T22:47:11.095427000-0400|2.10.2|host|0x01|0x02|0||||||||
213|2026-09-02T22:47:11.095681000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
214|2026-09-02T22:47:11.095685000-0400|host|2.10.2|0x01|0x82|0||||||||
215|2026-09-02T22:47:16.535298000-0400|host|2.10.2|0x01|0x02|65|||||||ec528202020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
216|2026-09-02T22:47:16.535536000-0400|2.10.2|host|0x01|0x02|0||||||||
217|2026-09-02T22:47:16.535783000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
218|2026-09-02T22:47:16.535789000-0400|host|2.10.2|0x01|0x82|0||||||||
219|2026-09-02T22:47:16.672811000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034352e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
220|2026-09-02T22:47:16.673038000-0400|2.10.2|host|0x01|0x02|0||||||||
221|2026-09-02T22:47:16.673289000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
222|2026-09-02T22:47:16.673292000-0400|host|2.10.2|0x01|0x82|0||||||||
223|2026-09-02T22:47:16.718830000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
224|2026-09-02T22:47:16.719040000-0400|2.10.2|host|0x01|0x02|0||||||||
225|2026-09-02T22:47:16.719349000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
226|2026-09-02T22:47:16.719352000-0400|host|2.10.2|0x01|0x82|0||||||||
227|2026-09-02T22:47:22.213177000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
228|2026-09-02T22:47:22.214026000-0400|2.10.2|host|0x01|0x02|0||||||||
229|2026-09-02T22:47:22.214276000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
230|2026-09-02T22:47:22.214281000-0400|host|2.10.2|0x01|0x82|0||||||||
231|2026-09-02T22:47:22.355621000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
232|2026-09-02T22:47:22.355788000-0400|2.10.2|host|0x01|0x02|0||||||||
233|2026-09-02T22:47:22.356036000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
234|2026-09-02T22:47:22.356039000-0400|host|2.10.2|0x01|0x82|0||||||||
235|2026-09-02T22:47:22.402704000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313238e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
236|2026-09-02T22:47:22.402910000-0400|2.10.2|host|0x01|0x02|0||||||||
237|2026-09-02T22:47:22.403157000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
238|2026-09-02T22:47:22.403160000-0400|host|2.10.2|0x01|0x82|0||||||||
239|2026-09-02T22:47:22.449150000-0400|host|2.10.2|0x01|0x02|65|||||||ec53024350552046616e2053706565640000000000373133e2868c0000000000000000000000000000000000000000000000000000000000000000000000000000|
240|2026-09-02T22:47:22.449929000-0400|2.10.2|host|0x01|0x02|0||||||||
241|2026-09-02T22:47:22.450163000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
242|2026-09-02T22:47:22.450167000-0400|host|2.10.2|0x01|0x82|0||||||||
243|2026-09-02T22:47:22.495630000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202020202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
244|2026-09-02T22:47:22.495803000-0400|2.10.2|host|0x01|0x02|0||||||||
245|2026-09-02T22:47:22.496040000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
246|2026-09-02T22:47:22.496043000-0400|host|2.10.2|0x01|0x82|0||||||||
247|2026-09-02T22:47:27.930444000-0400|host|2.10.2|0x01|0x02|65|||||||ec528202020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
248|2026-09-02T22:47:27.930650000-0400|2.10.2|host|0x01|0x02|0||||||||
249|2026-09-02T22:47:27.930897000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
250|2026-09-02T22:47:27.930902000-0400|host|2.10.2|0x01|0x82|0||||||||
251|2026-09-02T22:47:28.069447000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
252|2026-09-02T22:47:28.069832000-0400|2.10.2|host|0x01|0x02|0||||||||
253|2026-09-02T22:47:28.069903000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
254|2026-09-02T22:47:28.069906000-0400|host|2.10.2|0x01|0x82|0||||||||
255|2026-09-02T22:47:28.116779000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
256|2026-09-02T22:47:28.117030000-0400|2.10.2|host|0x01|0x02|0||||||||
257|2026-09-02T22:47:28.117278000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
258|2026-09-02T22:47:28.117281000-0400|host|2.10.2|0x01|0x82|0||||||||
259|2026-09-02T22:47:33.327402000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
260|2026-09-02T22:47:33.327631000-0400|2.10.2|host|0x01|0x02|0||||||||
261|2026-09-02T22:47:33.329628000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
262|2026-09-02T22:47:33.329633000-0400|host|2.10.2|0x01|0x82|0||||||||
263|2026-09-02T22:47:33.460940000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
264|2026-09-02T22:47:33.461135000-0400|2.10.2|host|0x01|0x02|0||||||||
265|2026-09-02T22:47:33.461380000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
266|2026-09-02T22:47:33.461384000-0400|host|2.10.2|0x01|0x82|0||||||||
267|2026-09-02T22:47:33.507900000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313031e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
268|2026-09-02T22:47:33.508141000-0400|2.10.2|host|0x01|0x02|0||||||||
269|2026-09-02T22:47:33.508389000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
270|2026-09-02T22:47:33.508392000-0400|host|2.10.2|0x01|0x82|0||||||||
271|2026-09-02T22:47:33.554489000-0400|host|2.10.2|0x01|0x02|65|||||||ec53024350552046616e2053706565640000000000373137e2868c0000000000000000000000000000000000000000000000000000000000000000000000000000|
272|2026-09-02T22:47:33.554764000-0400|2.10.2|host|0x01|0x02|0||||||||
273|2026-09-02T22:47:33.555137000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
274|2026-09-02T22:47:33.555140000-0400|host|2.10.2|0x01|0x82|0||||||||
275|2026-09-02T22:47:33.600655000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202020202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
276|2026-09-02T22:47:33.600892000-0400|2.10.2|host|0x01|0x02|0||||||||
277|2026-09-02T22:47:33.601140000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
278|2026-09-02T22:47:33.601145000-0400|host|2.10.2|0x01|0x82|0||||||||
279|2026-09-02T22:47:38.819629000-0400|host|2.10.2|0x01|0x02|65|||||||ec528202020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
280|2026-09-02T22:47:38.819871000-0400|2.10.2|host|0x01|0x02|0||||||||
281|2026-09-02T22:47:38.820114000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
282|2026-09-02T22:47:38.820119000-0400|host|2.10.2|0x01|0x82|0||||||||
283|2026-09-02T22:47:38.962249000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
284|2026-09-02T22:47:38.962492000-0400|2.10.2|host|0x01|0x02|0||||||||
285|2026-09-02T22:47:38.962741000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
286|2026-09-02T22:47:38.962745000-0400|host|2.10.2|0x01|0x82|0||||||||
287|2026-09-02T22:47:39.008792000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
288|2026-09-02T22:47:39.009002000-0400|2.10.2|host|0x01|0x02|0||||||||
289|2026-09-02T22:47:39.009299000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
290|2026-09-02T22:47:39.009302000-0400|host|2.10.2|0x01|0x82|0||||||||
291|2026-09-02T22:47:44.238433000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
292|2026-09-02T22:47:44.238601000-0400|2.10.2|host|0x01|0x02|0||||||||
293|2026-09-02T22:47:44.238886000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
294|2026-09-02T22:47:44.238891000-0400|host|2.10.2|0x01|0x82|0||||||||
295|2026-09-02T22:47:44.382132000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
296|2026-09-02T22:47:44.382354000-0400|2.10.2|host|0x01|0x02|0||||||||
297|2026-09-02T22:47:44.382603000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
298|2026-09-02T22:47:44.382607000-0400|host|2.10.2|0x01|0x82|0||||||||
299|2026-09-02T22:47:44.428520000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313238e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
300|2026-09-02T22:47:44.428839000-0400|2.10.2|host|0x01|0x02|0||||||||
301|2026-09-02T22:47:44.429616000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
302|2026-09-02T22:47:44.429619000-0400|host|2.10.2|0x01|0x82|0||||||||
303|2026-09-02T22:47:44.474433000-0400|host|2.10.2|0x01|0x02|65|||||||ec53024350552046616e2053706565640000000000373137e2868c0000000000000000000000000000000000000000000000000000000000000000000000000000|
304|2026-09-02T22:47:44.474607000-0400|2.10.2|host|0x01|0x02|0||||||||
305|2026-09-02T22:47:44.474856000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
306|2026-09-02T22:47:44.474859000-0400|host|2.10.2|0x01|0x82|0||||||||
307|2026-09-02T22:47:44.521199000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202020202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
308|2026-09-02T22:47:44.521359000-0400|2.10.2|host|0x01|0x02|0||||||||
309|2026-09-02T22:47:44.521608000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
310|2026-09-02T22:47:44.521611000-0400|host|2.10.2|0x01|0x82|0||||||||
311|2026-09-02T22:47:49.759707000-0400|host|2.10.2|0x01|0x02|65|||||||ec528202020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
312|2026-09-02T22:47:49.759963000-0400|2.10.2|host|0x01|0x02|0||||||||
313|2026-09-02T22:47:49.760211000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
314|2026-09-02T22:47:49.760217000-0400|host|2.10.2|0x01|0x82|0||||||||
315|2026-09-02T22:47:49.894532000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
316|2026-09-02T22:47:49.894853000-0400|2.10.2|host|0x01|0x02|0||||||||
317|2026-09-02T22:47:49.894997000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
318|2026-09-02T22:47:49.895000000-0400|host|2.10.2|0x01|0x82|0||||||||
319|2026-09-02T22:47:49.941896000-0400|host|2.10.2|0x01|0x02|65|||||||ec5202000202000000ffffffffffffffffffffffffffffffffff000000000000000000000000000000000000000000000000000000000000000000000000000000|
320|2026-09-02T22:47:49.942091000-0400|2.10.2|host|0x01|0x02|0||||||||
321|2026-09-02T22:47:49.942461000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
322|2026-09-02T22:47:49.942465000-0400|host|2.10.2|0x01|0x82|0||||||||
323|2026-09-02T22:47:55.186622000-0400|host|2.10.2|0x01|0x02|65|||||||ec528200020200000000ffffff00ffffff00ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
324|2026-09-02T22:47:55.187073000-0400|2.10.2|host|0x01|0x82|65|||||||ec52000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
325|2026-09-02T22:47:55.187079000-0400|host|2.10.2|0x01|0x82|0||||||||
326|2026-09-02T22:47:55.187581000-0400|2.10.2|host|0x01|0x02|0||||||||
327|2026-09-02T22:47:55.331070000-0400|host|2.10.2|0x01|0x02|65|||||||ec530043505500000000000000000000000000000034332e30e2848300000000000000000000000000000000000000000000000000000000000000000000000000|
328|2026-09-02T22:47:55.331324000-0400|2.10.2|host|0x01|0x02|0||||||||
329|2026-09-02T22:47:55.331572000-0400|2.10.2|host|0x01|0x82|65|||||||ec53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|
330|2026-09-02T22:47:55.331576000-0400|host|2.10.2|0x01|0x82|0||||||||
331|2026-09-02T22:47:55.377745000-0400|host|2.10.2|0x01|0x02|65|||||||ec530143505520566f6c742e000000000000000000312e313139e2868a000000000000000000000000000000000000000000000000000000000000000000000000|
